Date,Open,High,Low,Close,Adj Close,Volume
2019-04-05,184.240005,184.770004,184.020004,184.660004,179.717087,25674700
2019-04-08,184.360001,185.279999,183.630005,185.130005,180.174545,22697500
2019-04-09,184.5,185.110001,184.089996,184.479996,179.541916,25631900
2019-04-10,184.720001,185.529999,184.520004,185.470001,180.505432,24563000
2019-04-11,185.779999,185.779999,184.690002,185.029999,180.077179,20654100
2019-04-12,185.850006,185.949997,185.059998,185.830002,180.855789,24989100
2019-04-15,185.839996,186.070007,184.619995,185.860001,180.884964,21073000
2019-04-16,186.539993,186.910004,185.929993,186.5,181.507858,27195700
2019-04-17,187.75,187.929993,186.600006,187.149994,182.140442,29651600
2019-04-18,187.460007,187.789993,186.289993,187.389999,182.374008,28580900
2019-04-22,186.570007,187.990005,186.429993,187.919998,182.889832,17936000
2019-04-23,188.399994,190.539993,188.130005,190.309998,185.215881,33665600
2019-04-24,190.470001,190.710007,189.649994,189.710007,184.631897,24977100
2019-04-25,191.130005,191.220001,189.449997,190.479996,185.381332,29517500
2019-04-26,190.179993,190.690002,188.589996,190.649994,185.546768,26359500
2019-04-29,190.649994,191.320007,190.339996,191.020004,185.90683,21716200
2019-04-30,189.479996,189.850006,188.210007,189.539993,184.466431,31495300
2019-05-01,190.779999,191.320007,188.800003,188.929993,183.872803,34797100
2019-05-02,188.869995,189.850006,186.869995,188.110001,183.074783,44110100
2019-05-03,189.669998,191.25,189.330002,191.110001,185.994461,30386200
2019-05-06,187.050003,190.199997,186.759995,189.940002,184.855789,38371800
2019-05-07,187.869995,188.669998,184.509995,186.240005,181.254852,58818100
2019-05-08,185.630005,187.169998,184.960007,185.770004,180.797394,37165300
2019-05-09,183.699997,185.410004,182.089996,184.770004,179.824158,55351700
2019-05-10,184.110001,185.889999,181.029999,185,180.047974,58526400
2019-05-13,180.289993,181.259995,178.059998,178.580002,173.799835,67185800
2019-05-14,179.520004,181.630005,178.860001,180.539993,175.707397,43360600
2019-05-15,179.350006,183.550003,179.309998,183.089996,178.189117,40944500
2019-05-16,183.169998,186.070007,182.949997,184.929993,179.979858,39281200
2019-05-17,183.100006,185.580002,182.880005,183.039993,178.140472,44702300
2019-05-20,180.490005,181.179993,179.339996,179.949997,175.133163,38608300
2019-05-21,181.5,182.330002,180.919998,181.830002,176.962814,31613800
2019-05-22,180.820007,182.070007,180.75,181.020004,176.17453,24332600
2019-05-23,178.940002,179.020004,177.139999,178.25,173.478699,45351300
2019-05-24,179.210007,179.850006,177.940002,178.160004,173.391068,25903300
2019-05-28,178.660004,179.660004,177.470001,177.490005,172.739014,24763800
2019-05-29,176.389999,177,175.089996,176.029999,171.3181,42178800
2019-05-30,176.5,177.270004,175.770004,176.770004,172.0383,30354800
2019-05-31,174.690002,175.289993,173.869995,173.949997,169.293823,45446200
2019-06-03,173.479996,173.949997,169.270004,170.119995,165.566315,75842300
2019-06-04,172.029999,174.970001,171.369995,174.910004,170.228073,47797800
2019-06-05,176.580002,176.610001,174.380005,176.210007,171.493301,34412700
2019-06-06,176.509995,178.039993,175.729996,177.610001,172.855804,29913200
2019-06-07,178.559998,181.770004,178.330002,181.039993,176.194,45888300
2019-06-10,182.25,184.850006,182.210007,183.149994,178.247513,41385300
2019-06-11,185.059998,185.399994,182.779999,183.399994,178.490845,41260300
2019-06-12,182.899994,183.279999,182,182.339996,177.459198,27758100
2019-06-13,183.100006,183.869995,182.740005,183.419998,178.510269,23715800
2019-06-14,182.479996,183.110001,181.940002,182.639999,177.751144,22844100
2019-06-17,183.039993,184.25,182.839996,183.740005,178.821716,20379500
2019-06-18,185.910004,187.720001,185.429993,186.410004,181.420258,48177300
2019-06-19,186.660004,187.529999,185.570007,187.110001,182.101532,31672900
2019-06-20,189.720001,189.759995,187.160004,188.850006,183.794937,40922000
2019-06-21,188.630005,189.770004,188.169998,188.570007,183.522446,39980400
2019-06-24,188.529999,188.720001,188.059998,188.160004,183.52829,19375200
2019-06-25,188.029999,188.139999,184.649994,184.929993,180.377792,33921100
2019-06-26,186.160004,187.330002,185.490005,185.789993,181.216629,22595700
2019-06-27,186.460007,186.940002,185.990005,186.5,181.909164,19709200
2019-06-28,186.949997,187.149994,186.070007,186.740005,182.14325,21179200
2019-07-01,190.320007,190.570007,188.380005,189.259995,184.601242,31025600
2019-07-02,189.199997,190.029999,188.660004,190.009995,185.332748,18035800
2019-07-03,190.490005,191.440002,190.289993,191.440002,186.727554,15792100
2019-07-05,190.130005,191.399994,189.389999,191.050003,186.347198,21415600
2019-07-08,189.809998,189.869995,188.929993,189.710007,185.040115,17598800
2019-07-09,188.809998,190.899994,188.649994,190.660004,185.966736,19193500
2019-07-10,191.820007,193.089996,191.470001,192.559998,187.819992,28374500
2019-07-11,192.850006,193.339996,191.809998,192.419998,187.683441,23736100
2019-07-12,192.630005,193.539993,192.449997,193.529999,188.766129,20211900
2019-07-15,193.979996,194.190002,193.440002,194.149994,189.370865,15606100
2019-07-16,193.910004,194.089996,192.559998,193.149994,188.395462,20190900
2019-07-17,193.149994,193.490005,192.179993,192.199997,187.468857,16765100
2019-07-18,191.289993,192.789993,190.690002,192.419998,187.683441,28877000
2019-07-19,193.740005,193.830002,190.809998,191.009995,186.308151,29387900
2019-07-22,191.440002,192.940002,191.440002,192.529999,187.790741,18954900
2019-07-23,193.580002,193.809998,192.289993,193.789993,189.019699,23786700
2019-07-24,193.050003,195.160004,193.029999,195.149994,190.346252,20422900
2019-07-25,194.490005,194.520004,192.929993,193.300003,188.541779,23434700
2019-07-26,194.529999,195.550003,194.429993,195.289993,190.482788,20431200
2019-07-29,195.110001,195.179993,193.389999,194.619995,189.829269,20451700
2019-07-30,193.130005,194.539993,192.990005,193.779999,189.009949,18705000
2019-07-31,194.300003,194.429993,189.320007,191.100006,186.395935,41627500
2019-08-01,191.429993,194.979996,189.229996,190.149994,185.469315,63251600
2019-08-02,188.720001,188.990005,186.210007,187.350006,182.738235,55214000
2019-08-05,183.429993,183.509995,179.199997,180.729996,176.281219,75040000
2019-08-06,182.399994,183.800003,181.070007,183.259995,178.748886,41897200
2019-08-07,181.270004,184.509995,179.889999,184.25,179.714539,49990600
2019-08-08,185.080002,188.320007,184.570007,188.259995,183.625839,38418100
2019-08-09,187.360001,188,185.029999,186.490005,181.899429,33608900
2019-08-12,185.339996,185.899994,183.5,184.350006,179.812088,24642900
2019-08-13,184.190002,189.679993,184.020004,188.389999,183.75264,40241900
2019-08-14,185.360001,185.949997,182.419998,182.759995,178.261215,51000500
2019-08-15,183,183.589996,181.160004,182.550003,178.056427,36685000
2019-08-16,184.210007,185.949997,184.100006,185.479996,180.914291,32781400
2019-08-19,188.160004,188.830002,187.5,188.429993,183.791656,22494100
2019-08-20,187.960007,188.639999,186.919998,186.970001,182.367584,19902900
2019-08-21,188.610001,189.229996,187.960007,188.630005,183.986725,20418500
2019-08-22,188.979996,189.460007,186.539993,188.020004,183.391769,24243700
2019-08-23,186.740005,188.449997,181.559998,182.070007,177.588196,55372400
2019-08-26,184.139999,184.869995,183.080002,184.820007,180.270508,27598900
2019-08-27,186.110001,186.419998,183.710007,184.429993,179.890091,28012800
2019-08-28,183.830002,185.399994,182.910004,185.089996,180.533875,21792400
2019-08-29,187.389999,188.460007,186.679993,187.919998,183.294189,25358900
2019-08-30,188.929993,188.970001,186.410004,187.470001,182.855286,26319800
2019-09-03,186.220001,187.179993,185.029999,185.649994,181.080078,27964200
2019-09-04,187.440002,188.490005,186.899994,188.330002,183.694107,21592100
2019-09-05,190.410004,192.330002,190.339996,191.779999,187.059189,33932600
2019-09-06,192.100006,192.169998,191.169998,191.589996,186.87384,19487800
2019-09-09,192.190002,192.270004,190.220001,191.190002,186.483704,24407600
2019-09-10,190.160004,190.740005,188.910004,190.639999,185.947281,23744700
2019-09-11,191,192.529999,190.559998,192.429993,187.693176,25063600
2019-09-12,193.610001,194.710007,192.970001,193.229996,188.473495,28689900
2019-09-13,192.949997,193.399994,192.289993,192.539993,187.800476,27669800
2019-09-16,191.300003,192.080002,191.110001,191.679993,186.961655,20319000
2019-09-17,191.699997,192.600006,191.289993,192.600006,187.859024,20953400
2019-09-18,192.199997,192.600006,190.110001,192.520004,187.78096,29781300
2019-09-19,192.860001,194.039993,192.470001,192.839996,188.093109,26039400
2019-09-20,193.110001,193.309998,190.160004,190.800003,186.103302,29086100
2019-09-23,190.360001,191.070007,189.720001,190.5,186.185379,22485900
2019-09-24,191.369995,191.789993,187.149994,187.970001,183.712708,40820700
2019-09-25,187.779999,190.580002,186.210007,190.080002,185.774902,34704900
2019-09-26,189.830002,190,187.979996,189.380005,185.090805,26826000
2019-09-27,189.729996,189.830002,185.75,187.029999,182.794006,40773500
2019-09-30,187.789993,189.110001,187.399994,188.809998,184.533691,26307700
2019-10-01,189.5,190.589996,186.960007,187.270004,183.028564,32367600
2019-10-02,186,186.029999,183.020004,184.050003,179.8815,48544300
2019-10-03,184.029999,186.210007,181.820007,186.070007,181.855759,39392500
2019-10-04,187.080002,189.080002,186.880005,188.809998,184.533691,31887600
2019-10-07,188.270004,189.740005,187.910004,188.240005,183.976608,21216000
2019-10-08,187.059998,187.860001,185.270004,185.419998,181.220459,32379300
2019-10-09,186.990005,188.080002,186.429993,187.229996,182.989456,20147400
2019-10-10,187.279999,189.429993,187.119995,188.679993,184.406586,25177700
2019-10-11,190.830002,192.630005,190.720001,191.110001,186.781601,40976700
2019-10-14,190.839996,191.699997,190.649994,191.089996,186.762009,14975000
2019-10-15,191.679993,193.970001,191.559998,193.520004,189.137009,23234200
2019-10-16,192.860001,193.529999,192.429993,193.039993,188.667877,20457100
2019-10-17,194.199997,194.5,192.809998,193.550003,189.166336,19045200
2019-10-18,193.199997,193.669998,190.710007,191.690002,187.348434,27700800
2019-10-21,192.710007,193.520004,192.139999,193.389999,189.009964,15801200
2019-10-22,194.149994,194.419998,191.789993,191.850006,187.504837,22392300
2019-10-23,191.460007,192.259995,191.149994,192.220001,187.86644,14828400
2019-10-24,193.589996,194.210007,192.740005,194.089996,189.694092,18998500
2019-10-25,193.089996,195.740005,193.050003,195.639999,191.208984,21507100
2019-10-28,196.550003,197.830002,196.550003,197.570007,193.095261,18818700
2019-10-29,197.240005,197.539993,196.009995,196.039993,191.59996,18569700
2019-10-30,196.419998,197.320007,195.289993,196.990005,192.528427,21764300
2019-10-31,197.559998,197.649994,195.940002,197.080002,192.616333,26801800
2019-11-01,197.929993,198.880005,197.630005,198.869995,194.365829,22131900
2019-11-04,200.190002,200.529999,198.869995,200.100006,195.567993,19015900
2019-11-05,200.350006,200.550003,199.550003,200.210007,195.675476,15048900
2019-11-06,199.979996,200,198.789993,199.759995,195.235672,19725500
2019-11-07,200.759995,201.720001,199.850006,200.429993,195.890472,17832400
2019-11-08,200.070007,201.25,199.539993,201.229996,196.672348,15258800
2019-11-11,200.210007,201.039993,199.940002,200.960007,196.408508,10147600
2019-11-12,201.130005,202.210007,200.820007,201.539993,196.975357,14778300
2019-11-13,200.839996,201.779999,200.710007,201.589996,197.024216,15774600
2019-11-14,200.830002,201.559998,200.220001,201.429993,196.867828,16945400
2019-11-15,202.649994,202.910004,202,202.910004,198.314346,18427900
2019-11-18,202.589996,203.389999,201.770004,203.070007,198.470703,18365900
2019-11-19,203.839996,203.839996,202.589996,203.369995,198.763901,16923300
2019-11-20,202.839996,203.449997,200.619995,202.149994,197.571503,36629000
2019-11-21,201.929993,202.070007,201.070007,201.699997,197.131744,17883600
2019-11-22,202.199997,202.320007,200.740005,201.830002,197.258774,17189600
2019-11-25,202.699997,204.259995,202.669998,204.220001,199.594635,17752800
2019-11-26,204.350006,204.869995,204.050003,204.610001,199.975845,14780600
2019-11-27,205.139999,206.050003,204.889999,206.039993,201.373413,16963100
2019-11-29,205.520004,205.830002,205,205.100006,200.454742,9854600
2019-12-02,205.110001,205.179993,201.779999,203,198.402283,28007000
2019-12-03,200.210007,201.490005,199.229996,201.410004,196.848282,31104100
2019-12-04,202.440002,202.910004,202.139999,202.429993,197.8452,15300100
2019-12-05,203.149994,203.149994,201.839996,202.830002,198.23616,14962300
2019-12-06,204.309998,205.149994,204.149994,205,200.35701,16555300
2019-12-09,204.630005,205.589996,203.979996,204.070007,199.448074,13984100
2019-12-10,204.169998,204.880005,203.440002,203.899994,199.281906,21799800
2019-12-11,204.360001,205.190002,204.039993,204.979996,200.337448,18780800
2019-12-12,204.770004,207.320007,204.490005,206.509995,201.832809,32612000
2019-12-13,206.399994,207.910004,205.960007,207.190002,202.497391,32519400
2019-12-16,208.550003,209.529999,208.479996,209.270004,204.530258,21296600
2019-12-17,209.539993,209.710007,209.039993,209.389999,204.647598,15996100
2019-12-18,209.570007,210.130005,209.330002,209.550003,204.803909,15443300
2019-12-19,209.639999,210.929993,209.619995,210.860001,206.084244,17865900
2019-12-20,211.860001,212.520004,211.270004,211.710007,206.915009,27672600
2019-12-23,212,212.149994,211.630005,211.809998,207.461548,23774700
2019-12-24,212,212.089996,211.440002,211.919998,207.569305,7089000
2019-12-26,212.259995,213.809998,212.229996,213.789993,209.400925,17067500
2019-12-27,214.539993,214.559998,213.039993,213.610001,209.224609,18134100
2019-12-30,213.5,213.630005,211.160004,212.210007,207.853409,21815500
2019-12-31,211.529999,212.759995,211.199997,212.610001,208.245148,18170900
2020-01-02,214.399994,216.160004,213.979996,216.160004,211.72229,30969400
2020-01-03,213.300003,215.470001,213.279999,214.179993,209.782898,27518900
2020-01-06,212.5,215.589996,212.240005,215.559998,211.134552,21655300
2020-01-07,215.639999,216.139999,214.850006,215.529999,211.105179,22139300
2020-01-08,215.5,218.139999,215.160004,217.149994,212.691925,26397300
2020-01-09,218.940002,219.410004,217.710007,218.990005,214.494141,23547000
2020-01-10,219.850006,219.869995,218.039993,218.429993,213.945648,21898500
2020-01-13,219.330002,220.979996,218.979996,220.949997,216.413895,22756900
2020-01-14,220.839996,221.210007,219.740005,220.080002,215.561783,24418100
2020-01-15,220.199997,221.199997,219.449997,220.169998,215.649918,25742100
2020-01-16,221.270004,222.320007,220.800003,222.279999,217.716614,18805000
2020-01-17,223.279999,223.559998,222.119995,223.380005,218.794067,24325200
2020-01-21,222.759995,223.839996,222.660004,223.279999,218.696091,21146300
2020-01-22,224.410004,225.149994,223.589996,223.869995,219.273987,20736400
2020-01-23,223.740005,224.690002,222.699997,224.589996,219.979218,26496100
2020-01-24,225.639999,225.880005,221.669998,222.699997,218.128036,37436500
2020-01-27,217.669998,219.279999,217.179993,218.100006,213.622452,42264400
2020-01-28,219.639999,221.960007,219.059998,221.449997,216.903671,26731900
2020-01-29,222.679993,222.929993,220.830002,221.809998,217.256287,28924500
2020-01-30,220.380005,222.699997,219.690002,222.600006,218.030075,39568100
2020-01-31,223.529999,223.559998,218.289993,219.070007,214.57251,52015800
2020-02-03,220.139999,222.889999,219.990005,222.380005,217.81456,25408600
2020-02-04,225.419998,227.860001,224.649994,227.470001,222.800095,30691200
2020-02-05,230.210007,230.25,226.850006,228.220001,223.534683,38534800
2020-02-06,228.789993,230.25,227.979996,230.190002,225.464218,22467100
2020-02-07,229.160004,230.440002,228.539993,229.199997,224.494568,25884900
2020-02-10,228.440002,231.979996,228.380005,231.970001,227.207687,21478900
2020-02-11,233.25,234.020004,231.399994,232.009995,227.246872,30198000
2020-02-12,233.380005,234.380005,232.800003,234.270004,229.460449,24471300
2020-02-13,232.639999,234.929993,232.360001,233.970001,229.166641,22773200
2020-02-14,234.339996,234.860001,233.550003,234.639999,229.822876,23438500
2020-02-18,233.5,235.169998,233.25,234.729996,229.911011,24394500
2020-02-19,236.130005,237.470001,235.850006,236.979996,232.114822,22230500
2020-02-20,236.460007,236.949997,231.880005,234.779999,229.959976,42604000
2020-02-21,233.610001,234.009995,229.320007,230.270004,225.542572,66017200
2020-02-24,221.679993,224.25,220.259995,221.389999,216.844894,84522600
2020-02-25,223.25,223.990005,214.740005,215.369995,210.948456,97743000
2020-02-26,216.710007,220.279999,214.899994,216.479996,212.03569,79537700
2020-02-27,210.899994,216.419998,205.5,205.639999,201.418213,121822600
2020-02-28,198.639999,207.169998,198.169998,205.800003,201.574951,148173700
2020-03-02,208.880005,216.570007,205.940002,216.419998,211.976913,112933900
2020-03-03,217.110001,219.610001,207.619995,209.479996,205.179398,131953500
2020-03-04,213.320007,218.330002,211.369995,218.220001,213.739944,73086200
2020-03-05,212.690002,216.360001,210.100006,211.589996,207.246078,78705500
2020-03-06,204.669998,209.149994,202.910004,208.020004,203.749405,89828400
2020-03-09,193.479996,201.160004,192.110001,193.570007,189.596039,116424000
2020-03-10,201.110001,204.300003,193.679993,204.110001,199.919647,100599200
2020-03-11,199.350006,200.75,192.729996,195.220001,191.212158,89168800
2020-03-12,182.089996,190.779999,176.940002,177.320007,173.679642,137820700
2020-03-13,187.070007,194.479996,178.130005,192.339996,188.391251,134882000
2020-03-16,174.149994,184.679993,169.160004,169.300003,165.824326,92054400
2020-03-17,175.470001,184.389999,169.779999,182.139999,178.400681,121257100
2020-03-18,171.610001,179.220001,166.800003,176.600006,172.974426,114156300
2020-03-19,175.690002,183.490005,171.630005,177.660004,174.012665,120896500
2020-03-20,181.740005,182.869995,170.100006,170.699997,167.195587,118983900
2020-03-23,170.919998,174.210007,164.929993,170.460007,167.316254,124639800
2020-03-24,179.910004,183.830002,177.949997,183.660004,180.272842,94881800
2020-03-25,184.419998,189.509995,179.979996,182.300003,178.937912,88754900
2020-03-26,183.869995,192.720001,183.610001,191.899994,188.36087,79887600
2020-03-27,186.929993,190.509995,184.660004,185.300003,181.882599,58845000
2020-03-30,187.059998,192.490005,186.339996,192.039993,188.498276,49356900
2020-03-31,191.720001,195.25,189.199997,190.399994,186.888489,62659300
2020-04-01,184.770004,187.660004,180.860001,182.309998,178.947723,53715400
2020-04-02,181.240005,190.100006,180.970001,186.009995,182.579498,56465300
2020-04-03,185.550003,187.070007,181.289993,183.369995,179.98819,47487600
2020-04-06,190.479996,197.649994,189.190002,196.479996,192.8564,64763500
2020-04-07,202.369995,202.660004,196,196.399994,192.777878,69904500
2020-04-08,198.149994,201.169998,196.169998,200.570007,196.870987,45940400
2020-04-09,202.350006,203.220001,199.029999,200.860001,197.155624,68252600
2020-04-13,200,203.419998,198.75,203.029999,199.285614,42853900
2020-04-14,207.229996,212.5,206.419998,211.860001,207.952774,63959600
2020-04-15,208.479996,211.830002,207.119995,209.429993,205.567581,47036000
2020-04-16,211.690002,214.369995,209.690002,213.25,209.317093,64657400
2020-04-17,216.169998,216.509995,212.080002,215.289993,211.319458,62863200
2020-04-20,213.360001,215.880005,212.570007,212.740005,208.816544,38249100
2020-04-21,210.600006,211.160004,203.630005,204.889999,201.111313,72932800
2020-04-22,209.100006,212.350006,208.330002,210.970001,207.079163,40089100
2020-04-23,211.789993,214.440002,210.100006,210.520004,206.637466,43278500
2020-04-24,210.970001,214.300003,209.5,213.839996,209.896225,34231900
2020-04-27,216.190002,216.630005,214.5,215.559998,211.584503,36451700
2020-04-28,217.320007,217.320007,211.210007,211.5,207.59938,46862800
2020-04-29,216.190002,219.970001,215.139999,219,214.96106,48716400
2020-04-30,219.949997,220.039993,217.350006,218.910004,214.872742,43359500
2020-05-01,214.5,216.669998,211.679993,212.740005,208.816544,48795000
2020-05-04,211.460007,215.449997,211.119995,215.220001,211.250763,32841000
2020-05-05,217.440002,220.139999,216.850006,217.660004,213.645813,37783100
2020-05-06,219.399994,221.039993,218.110001,219,214.96106,36455200
2020-05-07,221.820007,222.729996,220.419998,221.820007,217.729095,38624800
2020-05-08,223.550003,225,222.479996,224.860001,220.713013,31852300
2020-05-11,223.490005,227.929993,223.25,226.869995,222.685898,35714100
2020-05-12,227.490005,228.100006,222.089996,222.119995,218.023514,41054100
2020-05-13,222.660004,224.610001,216.710007,219.339996,215.294815,65521200
2020-05-14,217.970001,221.869995,215.990005,221.830002,217.738861,51549300
2020-05-15,218.779999,223.330002,218.330002,223.270004,219.152359,55747200
2020-05-18,226.279999,228.679993,225.470001,227.429993,223.235611,42398100
2020-05-19,227.699997,229.850006,226.710007,226.860001,222.676102,36237300
2020-05-20,229.5,231.759995,229.479996,231.389999,227.122559,37417000
2020-05-21,231.440002,232.139999,228.339996,228.869995,224.649033,43642900
2020-05-22,228.449997,229.869995,227.5,229.660004,225.424469,28762400
2020-05-26,233.360001,233.570007,228.789993,229.039993,224.815918,33055300
2020-05-27,228.690002,230.410004,223.940002,230.289993,226.042877,55665600
2020-05-28,229.110001,233.470001,229.050003,229.990005,225.748398,42784300
2020-05-29,230.380005,233.600006,228.759995,233.360001,229.056229,50691800
2020-06-01,232.460007,234.449997,232,234.059998,229.743332,25776000
2020-06-02,234.5,235.690002,232.009995,235.630005,231.284378,33383400
2020-06-03,236.259995,237.470001,235.350006,236.690002,232.324829,37228700
2020-06-04,236.330002,237.789993,233.679993,235.029999,230.695435,38716100
2020-06-05,236.220001,240.300003,235.630005,239.690002,235.269501,47365600
2020-06-08,239.539993,241.679993,237.910004,241.550003,237.095184,32937300
2020-06-09,240.660004,244.179993,240.470001,243.300003,238.812912,35046300
2020-06-10,245.050003,247.820007,244.509995,246.220001,241.679092,58084400
2020-06-11,242.160004,243.589996,233.960007,234.020004,229.704102,72919400
2020-06-12,239.089996,240.399994,231.740005,235.880005,231.52977,72034800
2020-06-15,232.440002,239.449997,231.470001,238.75,234.346848,45307400
2020-06-16,243.779999,244.389999,239.100006,242.850006,238.371201,48890100
2020-06-17,244.399994,245.5,242.729996,243.619995,239.127014,34749300
2020-06-18,243.289993,244.529999,242.490005,244.279999,239.774841,30578600
2020-06-19,246.729996,247,242.449997,244.240005,239.735611,49422100
2020-06-22,243.679993,246.869995,243.380005,246.740005,242.610641,24068700
2020-06-23,248.389999,251.149994,247.820007,248.839996,244.675507,32767400
2020-06-24,248.059998,249.330002,242.160004,243.710007,239.631363,46032400
2020-06-25,243.800003,246.339996,241.139999,246.029999,241.912537,36940800
2020-06-26,245.779999,245.960007,239.679993,240.220001,236.199768,52824600
2020-06-29,239.970001,242.850006,237.350006,242.839996,238.775909,34377800
2020-06-30,242.770004,248.160004,242.580002,247.600006,243.456268,38909200
2020-07-01,247.639999,251.520004,247.080002,250.490005,246.297882,34689200
2020-07-02,253.020004,254.270004,251.710007,252.190002,247.969452,31956500
2020-07-06,255.449997,258.929993,255.429993,258.390015,254.065689,34589000
2020-07-07,258.130005,260.880005,256.299988,256.609985,252.315445,36578200
2020-07-08,257.980011,260.019989,256.5,259.98999,255.638885,30426300
2020-07-09,261.970001,262.869995,257.630005,262.179993,257.792267,40312900
2020-07-10,262.029999,264.230011,259.26001,263.970001,259.552307,32885300
2020-07-13,266.910004,269.790009,257.690002,258.540009,254.213196,64108100
2020-07-14,255.929993,260.790009,252.759995,260.369995,256.012543,72230500
2020-07-15,261.829987,262.690002,257.48999,260.899994,256.533661,54523900
2020-07-16,258.019989,259.779999,255.619995,259.119995,254.783478,47594100
2020-07-17,259.589996,260.309998,257.170013,259.420013,255.078476,35137900
2020-07-20,260.079987,267.429993,258.790009,266.779999,262.315247,40610100
2020-07-21,268.399994,268.410004,263.130005,264,259.581757,43243800
2020-07-22,264.51001,265.890015,262.549988,264.929993,260.496246,29865500
2020-07-23,264.51001,265.23999,256.549988,258.01001,253.692062,51363500
2020-07-24,254.039993,256.929993,251.320007,255.559998,251.283035,54054500
2020-07-27,257.26001,260.519989,256.450012,260.119995,255.766693,36445700
2020-07-28,259.309998,259.850006,256.51001,256.809998,252.512115,31302400
